UBO id	Breed name	Country	breed label (breed name +country + parent)	Transboundary name =parents	Species =parents	parent labels	parent ID	Other name(s) =synonym							Language (for Breed name and Other name)	ISO3 Country code	Domestication status	Taxonomic classification	Description of origin	Geographical classification
UBO:0008324	Rouan	Chile	Rouan-Chile [Rouen (Duck (domestic))]	Rouen	Duck (domestic)	Rouen (Duck (domestic))	UBO:0000708								fr.	CHL	domestic	breed	recently introduced; exotic	international
UBO:0008325	Canard de Rouen	France	Canard de Rouen-France [Rouen (Duck (domestic))]	Rouen	Duck (domestic)	Rouen (Duck (domestic))	UBO:0000708								fr.	FRA	domestic	breed	descended from selecting common ducks from Normandie and Colverts	international
UBO:0008326	Roueen	Indonesia	Roueen-Indonesia [Rouen (Duck (domestic))]	Rouen	Duck (domestic)	Rouen (Duck (domestic))	UBO:0000708								eng.	IDN	domestic	breed		international
UBO:0008327	Rouen	Ireland	Rouen-Ireland [Rouen (Duck (domestic))]	Rouen	Duck (domestic)	Rouen (Duck (domestic))	UBO:0000708								eng.	IRL	domestic	breed		international
UBO:0008328	Rouen	Mali	Rouen-Mali [Rouen (Duck (domestic))]	Rouen	Duck (domestic)	Rouen (Duck (domestic))	UBO:0000708								fr.	MLI	domestic	breed		international
UBO:0008329	Rouen	Peru	Rouen-Peru [Rouen (Duck (domestic))]	Rouen	Duck (domestic)	Rouen (Duck (domestic))	UBO:0000708								fr.	PER	domestic	breed	recently imported	international
UBO:0008330	rouanska raca	Slovenia	rouanska raca-Slovenia [Rouen (Duck (domestic))]	Rouen	Duck (domestic)	Rouen (Duck (domestic))	UBO:0000708	Rouen							sloven.	SVN	domestic	breed		international
UBO:0008331	Marruecos	Uruguay	Marruecos-Uruguay [Rouen (Duck (domestic))]	Rouen	Duck (domestic)	Rouen (Duck (domestic))	UBO:0000708								sp.	URY	domestic	breed		international
UBO:0008332	Rouen	Zambia	Rouen-Zambia [Rouen (Duck (domestic))]	Rouen	Duck (domestic)	Rouen (Duck (domestic))	UBO:0000708								fr.	ZMB	domestic	breed	imported; locally adapted	international
UBO:0008333	Rouen Clair	Ireland	Rouen Clair-Ireland [Rouen Clair (Duck (domestic))]	Rouen Clair	Duck (domestic)	Rouen Clair (Duck (domestic))	UBO:0000709								eng.	IRL	domestic	breed		regional
UBO:0008334	Saxony	Australia	Saxony-Australia [Saxony (Duck (domestic))]	Saxony	Duck (domestic)	Saxony (Duck (domestic))	UBO:0000710								eng.	AUS	domestic	breed		international
UBO:0008335	Saxony	United Kingdom of Great Britain and Northern Ireland	Saxony-United Kingdom of Great Britain and Northern Ireland [Saxony (Duck (domestic))]	Saxony	Duck (domestic)	Saxony (Duck (domestic))	UBO:0000710								eng.	GBR			imported; exotic	international
UBO:0008336	Saxony	Ireland	Saxony-Ireland [Saxony (Duck (domestic))]	Saxony	Duck (domestic)	Saxony (Duck (domestic))	UBO:0000710								eng.	IRL	domestic	breed		international
UBO:0008337	saÅ¡ka raca	Slovenia	saÅ¡ka raca-Slovenia [Saxony (Duck (domestic))]	Saxony	Duck (domestic)	Saxony (Duck (domestic))	UBO:0000710	Saxony							sloven.	SVN	domestic	breed		international
UBO:0008338	Swedish Blue	Ireland	Swedish Blue-Ireland [Swedish Blue (Duck (domestic))]	Swedish Blue	Duck (domestic)	Swedish Blue (Duck (domestic))	UBO:0000711								eng.	IRL	domestic	breed		regional
UBO:0008339	Svensk BlÃ¥ Anka	Sweden	Svensk BlÃ¥ Anka-Sweden [Swedish Blue (Duck (domestic))]	Swedish Blue	Duck (domestic)	Swedish Blue (Duck (domestic))	UBO:0000711	Swedish Blue							swed.	SWE	domestic	breed	collected and standardized in 1920's	regional
UBO:0008340	Welsh Harlequin	Australia	Welsh Harlequin-Australia [Welsh Harlequin (Duck (domestic))]	Welsh Harlequin	Duck (domestic)	Welsh Harlequin (Duck (domestic))	UBO:0000712								eng.	AUS	domestic	breed		international
UBO:0008341	Welsh Harlequin	United Kingdom of Great Britain and Northern Ireland	Welsh Harlequin-United Kingdom of Great Britain and Northern Ireland [Welsh Harlequin (Duck (domestic))]	Welsh Harlequin	Duck (domestic)	Welsh Harlequin (Duck (domestic))	UBO:0000712								eng.	GBR			indigenous breed	international
UBO:0008342	Welsh Harlequin	Ireland	Welsh Harlequin-Ireland [Welsh Harlequin (Duck (domestic))]	Welsh Harlequin	Duck (domestic)	Welsh Harlequin (Duck (domestic))	UBO:0000712								eng.	IRL	domestic	breed		international
UBO:0008343	White Pekin	Bangladesh	White Pekin-Bangladesh [White Pekin (Duck (domestic))]	White Pekin	Duck (domestic)	White Pekin (Duck (domestic))	UBO:0000713								eng.	BGD	domestic	breed	imported; exotic	international
UBO:0008344	White Peking	Indonesia	White Peking-Indonesia [White Pekin (Duck (domestic))]	White Pekin	Duck (domestic)	White Pekin (Duck (domestic))	UBO:0000713								eng.	IDN	domestic	breed		international
UBO:0008345	PekingskÃ¡ biela	Slovakia	PekingskÃ¡ biela-Slovakia [White Pekin (Duck (domestic))]	White Pekin	Duck (domestic)	White Pekin (Duck (domestic))	UBO:0000713	Pekin White							slov.	SVK	domestic	breed		international
UBO:0008346	Wild duck	Cook Islands	Wild duck-Cook Islands [Wild duck (Duck (domestic))]	Wild duck	Duck (domestic)	Wild duck (Duck (domestic))	UBO:0000714								English	COK				local
UBO:0008347	Antigua & Barbuda Duck	Antigua and Barbuda	Antigua & Barbuda Duck-Antigua and Barbuda [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								eng.	ATG	domestic	mongrel (Birds)	imported	local
UBO:0008348	Pond Duck	Antigua and Barbuda	Pond Duck-Antigua and Barbuda [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								eng.	ATG	domestic	breed	This population is locally found around ponds and dams.	local
UBO:0008349	West Indian	Antigua and Barbuda	West Indian-Antigua and Barbuda [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								eng.	ATG	domestic	breed	imported; exotic	local
UBO:0008350	African	Australia	African-Australia [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								eng.	AUS	domestic	breed		local
UBO:0008351	Black East Indian	Australia	Black East Indian-Australia [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									AUS	domestic	breed		local
UBO:0008352	Call	Australia	Call-Australia [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									AUS	domestic	breed		local
UBO:0008353	Chocolate Bibbed	Australia	Chocolate Bibbed-Australia [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									AUS	domestic	breed		local
UBO:0008354	Elizabeth	Australia	Elizabeth-Australia [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								eng.	AUS	domestic	breed		local
UBO:0008355	Mallard	Australia	Mallard-Australia [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									AUS	domestic	breed		local
UBO:0008356	Silver Appleyard	Australia	Silver Appleyard-Australia [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								eng.	AUS	domestic	breed		local
UBO:0008357	Aboriginal breed	Azerbaijan	Aboriginal breed-Azerbaijan [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									AZE	domestic	species	continually imported	local
UBO:0008358	Dendermondse eend	Belgium	Dendermondse eend-Belgium [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013	Blue Termonde|Termonde							dutch	BEL	domestic	breed	originated in Dendermonde in the Scheldt region, western Belgium	local
UBO:0008359	Forest	Belgium	Forest-Belgium [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013	Eend van Vorst								BEL	domestic	breed		local
UBO:0008360	Huttegemse eend	Belgium	Huttegemse eend-Belgium [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								dutch	BEL	domestic	breed	originated in the region of Oudenaarde	local
UBO:0008361	Laplaigne	Belgium	Laplaigne-Belgium [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								fr.	BEL		breed		local
UBO:0008362	Merchtemse eend	Belgium	Merchtemse eend-Belgium [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013	Merchtem							dutch	BEL	domestic	breed	This breed might be related to Aylesbury.	local
UBO:0008363	Semois	Belgium	Semois-Belgium [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013	Semoiseend							fr.	BEL	domestic	breed		local
UBO:0008364	Burkina Faso Domestic Duck	Burkina Faso	Burkina Faso Domestic Duck-Burkina Faso [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								eng.	BFA	domestic	breed	indigenous breed	local
UBO:0008365	Deshi Black	Bangladesh	Deshi Black-Bangladesh [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								eng.	BGD	domestic	breed	indigenous breed	local
UBO:0008366	Deshi White	Bangladesh	Deshi White-Bangladesh [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								eng.	BGD	domestic	breed	indigenous breed	local
UBO:0008367	Jending	Bangladesh	Jending-Bangladesh [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									BGD	domestic	breed	imported; exotic	local
UBO:0008368	Nondescript indigenous type	Bangladesh	Nondescript indigenous type-Bangladesh [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								eng.	BGD	domestic	breed	indigenous breed	local
UBO:0008369	Pekin	Bulgaria	Pekin-Bulgaria [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013	Ð‘ÑÐ»Ð° Ð¿ÐµÐºÐ¸Ð½ÑÐºÐ° Ð¿Ð°Ñ‚Ð¸Ñ†Ð°							eng	BGR				local
UBO:0008370	Grimao ermaÃ´s	Bolivia (Plurinational State of)	Grimao ermaÃ´s-Bolivia (Plurinational State of) [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									BOL	domestic	breed	locally adapted breed	local
UBO:0008371	Japanice Criollo	Bolivia (Plurinational State of)	Japanice Criollo-Bolivia (Plurinational State of) [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									BOL	domestic	breed	locally adapted breed	local
UBO:0008372	Azul	Chile	Azul-Chile [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								sp.	CHL	domestic	breed	recently introduced; exotic	local
UBO:0008373	Mudo	Chile	Mudo-Chile [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHL	domestic	breed	imported; locally adapted	local
UBO:0008374	Pato colorado	Chile	Pato colorado-Chile [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								sp.	CHL	domestic	breed	indigenous breed	local
UBO:0008375	Pato cuchara	Chile	Pato cuchara-Chile [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								sp.	CHL	domestic	breed	indigenous breed	local
UBO:0008376	Pato jergÃ³n	Chile	Pato jergÃ³n-Chile [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								sp.	CHL	domestic	breed	indigenous breed	local
UBO:0008377	Pato juarjual	Chile	Pato juarjual-Chile [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHL	domestic	breed	indigenous breed	local
UBO:0008378	Pato vapor	Chile	Pato vapor-Chile [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								sp.	CHL	domestic	breed		local
UBO:0008379	Brown Tsaiya	China	Brown Tsaiya-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								eng.	CHN	domestic	variety	indigenous breed population	local
UBO:0008380	Caohu	China	Caohu-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008381	Dayu	China	Dayu-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008382	Enshi Partridge	China	Enshi Partridge-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008383	Gaoyou	China	Gaoyou-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013	Mian|Tai								CHN	domestic	breed	indigenous breed	local
UBO:0008384	Guangxi Small Partridge	China	Guangxi Small Partridge-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008385	Hanzhong Partridge	China	Hanzhong Partridge-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008386	Huainan Partridge	China	Huainan Partridge-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013	Gushi								CHN	domestic	breed	indigenous breed	local
UBO:0008387	Ji'an Red Duck	China	Ji'an Red Duck-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								Chinese	CHN	domestic	breed	Nanâ€™an pressed-salted duck in the producing area has been processed for nearly a hundred years of history. In order to improve the quality of pressed-salted duck, the local people consciously choose red-feather duck for breeding, propagation and feeding, and then use it as the raw material to process pressed-salted duck. Hence, Ji'an Red Duck is formed after a long term of artificial selection and improvement.	local
UBO:0008388	Jiangchang	China	Jiangchang-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008389	Jianshui brown duck	China	Jianshui brown duck-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013	Jiangse duck							Chinese	CHN	domestic	breed	Because brown plumage ducks have excellent characteristics of tender and delicious meat, strong foraging ability, bearing coarse feed and high egg production, the producing area people kept on breeding russet brown plumage ducks and eliminating ducks with other colors, and finally formed Jianshui brown duck with consistent plumage characteristics in the middle of 1970s.	local
UBO:0008390	Jinding	China	Jinding-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008391	Jingjiang Partridge	China	Jingjiang Partridge-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013	Jingjiang Partridge								CHN	domestic	breed	indigenous breed	local
UBO:0008392	Jingxi Large Partridge	China	Jingxi Large Partridge-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008393	Jinyun Partridge	China	Jinyun Partridge-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								En	CHN				local
UBO:0008394	Liancheng White	China	Liancheng White-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008395	Linwu	China	Linwu-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008396	Longsheng Cui duck	China	Longsheng Cui duck-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013	Yangdong duck							Chinese	CHN	domestic	breed	The producing area of Longsheng Cui duck is a gathering place for Miao nationality. The Miao people advocate black, and hold that the green shell eggs have cool and nourishing effects. Under this background, Longsheng Cui duck with black plumage and blue eggshell is formed after a long term of artificial selection and improvement.	local
UBO:0008397	Loumen	China	Loumen-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								En	CHN				local
UBO:0008398	Matahu	China	Matahu-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								En	CHN				local
UBO:0008399	Mawang duck	China	Mawang duck-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013								Chinese	CHN	domestic	breed	The producing area of Mawang duck has a long history of raising ducks, which is recorded in the local annuals in 1865. The egg-type Mawang duck is formed after a long term of artificial selection and improvement by local people.	local
UBO:0008400	Mianyang Partridge	China	Mianyang Partridge-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008401	Putian Black	China	Putian Black-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008402	Quemoy	China	Quemoy-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	originated on Quemoy Island	local
UBO:0008403	Rongshui Xiang duck	China	Rongshui Xiang duck-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013	Sanfang duck							Chinese	CHN	domestic	breed	The producing area of Rongshui Xiang duck has the custom of raising and eating ducks. There has record for Xiang duck ever since the 1950s. Rongshui Xiang duck is formed after a long-term artificial selection and improvement of local people under the local unique natural environment and production conditions.	local
UBO:0008404	Sansui	China	Sansui-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008405	Shan Partridge	China	Shan Partridge-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008406	Shaoxing	China	Shaoxing-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008407	Sichuan Partridge	China	Sichuan Partridge-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008408	Taiwan Partridge	China	Taiwan Partridge-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008409	Weishan Partridge	China	Weishan Partridge-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008410	Wendeng Black	China	Wendeng Black-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008411	Xingyi	China	Xingyi-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008412	Youxian Partridge	China	Youxian Partridge-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008413	Yunnan Partridge	China	Yunnan Partridge-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed	local
UBO:0008414	Zhongshan Partridge	China	Zhongshan Partridge-China [Duck (domestic)]		Duck (domestic)	Duck (domestic)	UBO:0000013									CHN	domestic	breed	indigenous breed originated in Zhongshan County	local
