UBO id	Breed name	Country	breed label (breed name +country + parent)	Transboundary name =parents	Species =parents	parent labels	parent ID	Other name(s) =synonym							Language (for Breed name and Other name)	ISO3 Country code	Domestication status	Taxonomic classification	Description of origin	Geographical classification
UBO:0008206	Alabio	Indonesia	Alabio-Indonesia [Anas platyrhynchos Borneo (Duck (domestic))]	Anas platyrhynchos Borneo	Duck (domestic)	Anas platyrhynchos Borneo (Duck (domestic))	UBO:0000678								Indonesia	IDN	Domestic	Breed	This local duck breed originated from China coming through to the Philippines to South Kalimantan. This duck is expected for having a close relationship to Mojosari duck.	local
UBO:0008207	Appleyard	United Kingdom of Great Britain and Northern Ireland	Appleyard-United Kingdom of Great Britain and Northern Ireland [Appleyard (Duck (domestic))]	Appleyard	Duck (domestic)	Appleyard (Duck (domestic))	UBO:0000679								eng.	GBR			indigenous breed	regional
UBO:0008208	Appleyard	Ireland	Appleyard-Ireland [Appleyard (Duck (domestic))]	Appleyard	Duck (domestic)	Appleyard (Duck (domestic))	UBO:0000679								eng.	IRL	domestic	breed		regional
UBO:0008209	Aylesbury	Australia	Aylesbury-Australia [Aylesbury (Duck (domestic))]	Aylesbury	Duck (domestic)	Aylesbury (Duck (domestic))	UBO:0000680								eng.	AUS	domestic	breed		international
UBO:0008210	Aylesbury	United Kingdom of Great Britain and Northern Ireland	Aylesbury-United Kingdom of Great Britain and Northern Ireland [Aylesbury (Duck (domestic))]	Aylesbury	Duck (domestic)	Aylesbury (Duck (domestic))	UBO:0000680								eng.	GBR			indigenous breed	international
UBO:0008211	Aylesbury	Indonesia	Aylesbury-Indonesia [Aylesbury (Duck (domestic))]	Aylesbury	Duck (domestic)	Aylesbury (Duck (domestic))	UBO:0000680								eng.	IDN	domestic	breed		international
UBO:0008212	Aylesbury	Ireland	Aylesbury-Ireland [Aylesbury (Duck (domestic))]	Aylesbury	Duck (domestic)	Aylesbury (Duck (domestic))	UBO:0000680								eng.	IRL	domestic	breed		international
UBO:0008213	Aylesbury	Zambia	Aylesbury-Zambia [Aylesbury (Duck (domestic))]	Aylesbury	Duck (domestic)	Aylesbury (Duck (domestic))	UBO:0000680								eng.	ZMB	domestic	breed	imported; locally adapted	international
UBO:0008214	Belibis	Indonesia	Belibis-Indonesia [Belibis (Duck (domestic))]	Belibis	Duck (domestic)	Belibis (Duck (domestic))	UBO:0000681	Anas boscha|Wild Mallard							indon.	IDN				regional
UBO:0008215	Belibis	Malaysia	Belibis-Malaysia [Belibis (Duck (domestic))]	Belibis	Duck (domestic)	Belibis (Duck (domestic))	UBO:0000681	Lesser Wistling duck|Dendrocygna javanica|Itik Belibis|Indian Whistling Duck							bahasa mal.	MYS	wild	variety	indigenous breed variety	regional
UBO:0008216	Black East Indian	United Kingdom of Great Britain and Northern Ireland	Black East Indian-United Kingdom of Great Britain and Northern Ireland [Black East Indian (Duck (domestic))]	Black East Indian	Duck (domestic)	Black East Indian (Duck (domestic))	UBO:0000682								eng.	GBR			imported; exotic	regional
UBO:0008217	Black East Indian	Ireland	Black East Indian-Ireland [Black East Indian (Duck (domestic))]	Black East Indian	Duck (domestic)	Black East Indian (Duck (domestic))	UBO:0000682								eng.	IRL	domestic	breed		regional
UBO:0008218	Blue Swedish	Australia	Blue Swedish-Australia [Blue Swedish (Duck (domestic))]	Blue Swedish	Duck (domestic)	Blue Swedish (Duck (domestic))	UBO:0000683								eng.	AUS	domestic	breed		international
UBO:0008219	Blue Swedish	United Kingdom of Great Britain and Northern Ireland	Blue Swedish-United Kingdom of Great Britain and Northern Ireland [Blue Swedish (Duck (domestic))]	Blue Swedish	Duck (domestic)	Blue Swedish (Duck (domestic))	UBO:0000683								eng.	GBR			imported; exotic	international
UBO:0008220	Call (Decoy)	United Kingdom of Great Britain and Northern Ireland	Call (Decoy)-United Kingdom of Great Britain and Northern Ireland [Call (Duck (domestic))]	Call	Duck (domestic)	Call (Duck (domestic))	UBO:0000684								_	GBR			indigenous breed	regional
UBO:0008221	Call	Ireland	Call-Ireland [Call (Duck (domestic))]	Call	Duck (domestic)	Call (Duck (domestic))	UBO:0000684								eng.	IRL	domestic	breed		regional
UBO:0008222	Kwaker	Netherlands	Kwaker-Netherlands [Call (Duck (domestic))]	Call	Duck (domestic)	Call (Duck (domestic))	UBO:0000684	Call duck							dutch	NLD			indigenous breed	regional
UBO:0008223	Cayuga	Australia	Cayuga-Australia [Cayuga (Duck (domestic))]	Cayuga	Duck (domestic)	Cayuga (Duck (domestic))	UBO:0000685									AUS	domestic	breed		international
UBO:0008224	Cayuga	United Kingdom of Great Britain and Northern Ireland	Cayuga-United Kingdom of Great Britain and Northern Ireland [Cayuga (Duck (domestic))]	Cayuga	Duck (domestic)	Cayuga (Duck (domestic))	UBO:0000685									GBR			imported; exotic	international
UBO:0008225	Cayuga	Ireland	Cayuga-Ireland [Cayuga (Duck (domestic))]	Cayuga	Duck (domestic)	Cayuga (Duck (domestic))	UBO:0000685									IRL	domestic	breed		international
UBO:0008226	kajuga	Slovenia	kajuga-Slovenia [Cayuga (Duck (domestic))]	Cayuga	Duck (domestic)	Cayuga (Duck (domestic))	UBO:0000685	Cayuga							sloven.	SVN	domestic	breed		international
UBO:0008227	Astra K	Poland	Astra K-Poland [Commercial Astra K (Duck (domestic))]	Commercial Astra K	Duck (domestic)	Commercial Astra K (Duck (domestic))	UBO:0000686									POL	domestic			local
UBO:0008228	Astra K-1	Poland	Astra K-1-Poland [Commercial Astra K-1 (Duck (domestic))]	Commercial Astra K-1	Duck (domestic)	Commercial Astra K-1 (Duck (domestic))	UBO:0000687									POL	domestic		commercial crossbreed	local
UBO:0008229	Astra K54	Poland	Astra K54-Poland [Commercial Astra K54 (Duck (domestic))]	Commercial Astra K54	Duck (domestic)	Commercial Astra K54 (Duck (domestic))	UBO:0000688									POL	domestic		commercial crossbreds	local
UBO:0008230	Cherry Valley	Philippines	Cherry Valley-Philippines [Commercial Cherry Valley (Duck (domestic))]	Commercial Cherry Valley	Duck (domestic)	Commercial Cherry Valley (Duck (domestic))	UBO:0000689								eng.	PHL	domestic	breed	imported; exotic	regional
UBO:0008231	Cherry Valley	Viet Nam	Cherry Valley-Viet Nam [Commercial Cherry Valley (Duck (domestic))]	Commercial Cherry Valley	Duck (domestic)	Commercial Cherry Valley (Duck (domestic))	UBO:0000689									VNM	domestic	breed	imported; exotic	regional
UBO:0008232	Crested	Australia	Crested-Australia [Crested (Duck (domestic))]	Crested	Duck (domestic)	Crested (Duck (domestic))	UBO:0000690								eng.	AUS	domestic	breed		international
UBO:0008233	Crested	United Kingdom of Great Britain and Northern Ireland	Crested-United Kingdom of Great Britain and Northern Ireland [Crested (Duck (domestic))]	Crested	Duck (domestic)	Crested (Duck (domestic))	UBO:0000690								eng.	GBR			indigenous breed	international
UBO:0008234	Crested	Ireland	Crested-Ireland [Crested (Duck (domestic))]	Crested	Duck (domestic)	Crested (Duck (domestic))	UBO:0000690								eng.	IRL	domestic	breed		international
UBO:0008235	Dwergkuifeend	Netherlands	Dwergkuifeend-Netherlands [Crested (Duck (domestic))]	Crested	Duck (domestic)	Crested (Duck (domestic))	UBO:0000690	miniature crested								NLD				international
UBO:0008236	Kuifeend	Netherlands	Kuifeend-Netherlands [Crested (Duck (domestic))]	Crested	Duck (domestic)	Crested (Duck (domestic))	UBO:0000690	Crested duck							dutch	NLD			indigenous breed	international
UBO:0008237	Äopasta raca	Slovenia	Äopasta raca-Slovenia [Crested (Duck (domestic))]	Crested	Duck (domestic)	Crested (Duck (domestic))	UBO:0000690	Crested							sloven.	SVN	domestic	breed		international
UBO:0008238	Canard de Duclair	France	Canard de Duclair-France [Duclair (Duck (domestic))]	Duclair	Duck (domestic)	Duclair (Duck (domestic))	UBO:0000691								fr.	FRA	domestic	breed	originated in the Normandie region; The standard of the breed was established by Ms. Bodinier-PochÃ¨, Dr. RamÃ¨ and M. Chevallier on November 11, 1923.	regional
UBO:0008239	Dworka	Poland	Dworka-Poland [Dworka (Duck (domestic))]	Dworka	Duck (domestic)	Dworka (Duck (domestic))	UBO:0000692								pol.	POL	domestic			local
UBO:0008240	smaragdna raca	Slovenia	smaragdna raca-Slovenia [Emerald (Duck (domestic))]	Emerald	Duck (domestic)	Emerald (Duck (domestic))	UBO:0000693	Emerald							sloven.	SVN	domestic	breed		regional
UBO:0008241	Hookbill	United Kingdom of Great Britain and Northern Ireland	Hookbill-United Kingdom of Great Britain and Northern Ireland [Hook Bill (Duck (domestic))]	Hook Bill	Duck (domestic)	Hook Bill (Duck (domestic))	UBO:0000694									GBR			recently imported	regional
UBO:0008242	Krombek	Netherlands	Krombek-Netherlands [Hook Bill (Duck (domestic))]	Hook Bill	Duck (domestic)	Hook Bill (Duck (domestic))	UBO:0000694	Noord Hollandse krombekeend							dutch	NLD	domestic	breed	indigenous	regional
UBO:0008243	Huttegem	Belgium	Huttegem-Belgium [Huttegem (Duck (domestic))]	Huttegem	Duck (domestic)	Huttegem (Duck (domestic))	UBO:0000695									BEL	domestic	breed	originated in the Scheldt region, around Andenarde	regional
UBO:0008244	Huttegem	United Kingdom of Great Britain and Northern Ireland	Huttegem-United Kingdom of Great Britain and Northern Ireland [Huttegem (Duck (domestic))]	Huttegem	Duck (domestic)	Huttegem (Duck (domestic))	UBO:0000695									GBR			imported; exotic	regional
UBO:0008245	Indian Runner	Australia	Indian Runner-Australia [Indian Runner (Duck (domestic))]	Indian Runner	Duck (domestic)	Indian Runner (Duck (domestic))	UBO:0000696								eng.	AUS	domestic	breed		international
UBO:0008246	Indian Runner	Bangladesh	Indian Runner-Bangladesh [Indian Runner (Duck (domestic))]	Indian Runner	Duck (domestic)	Indian Runner (Duck (domestic))	UBO:0000696								eng.	BGD	domestic	breed	imported; exotic	international
UBO:0008247	Indian Runner	United Kingdom of Great Britain and Northern Ireland	Indian Runner-United Kingdom of Great Britain and Northern Ireland [Indian Runner (Duck (domestic))]	Indian Runner	Duck (domestic)	Indian Runner (Duck (domestic))	UBO:0000696								eng.	GBR			imported; exotic	international
UBO:0008248	Indian Runner	India	Indian Runner-India [Indian Runner (Duck (domestic))]	Indian Runner	Duck (domestic)	Indian Runner (Duck (domestic))	UBO:0000696								eng.	IND	domestic	breed		international
UBO:0008249	Indian Runner	Ireland	Indian Runner-Ireland [Indian Runner (Duck (domestic))]	Indian Runner	Duck (domestic)	Indian Runner (Duck (domestic))	UBO:0000696								eng.	IRL	domestic	breed		international
UBO:0008250	Indian Runner	Philippines	Indian Runner-Philippines [Indian Runner (Duck (domestic))]	Indian Runner	Duck (domestic)	Indian Runner (Duck (domestic))	UBO:0000696								eng.	PHL	domestic	breed	imported; exotic	international
UBO:0008251	Indian Runner	Solomon Islands	Indian Runner-Solomon Islands [Indian Runner (Duck (domestic))]	Indian Runner	Duck (domestic)	Indian Runner (Duck (domestic))	UBO:0000696								eng.	SLB	domestic	breed	imported; exotic	international
UBO:0008252	IndickÃ½ beÅ¾ec	Slovakia	IndickÃ½ beÅ¾ec-Slovakia [Indian Runner (Duck (domestic))]	Indian Runner	Duck (domestic)	Indian Runner (Duck (domestic))	UBO:0000696	Indian Runner							slov.	SVK	domestic	breed	imported; locally adapted	international
UBO:0008253	raca tekaÄica	Slovenia	raca tekaÄica-Slovenia [Indian Runner (Duck (domestic))]	Indian Runner	Duck (domestic)	Indian Runner (Duck (domestic))	UBO:0000696	Runner							sloven.	SVN	domestic	breed		international
UBO:0008254	Kerinci	Indonesia	Kerinci-Indonesia [Indian Runner Duck (Duck (domestic))]	Indian Runner Duck	Duck (domestic)	Indian Runner Duck (Duck (domestic))	UBO:0000697	Indian Runner Duck							Indonesia	IDN	Domestic	Breed	This local duck breed is descended from Indian Runner ducks that were evolved for a long time in Koto Majidin Village, Wair Hangat Subdistrict, Kerinci Regency, West Sumatera.	local
UBO:0008255	Mojosari	Indonesia	Mojosari-Indonesia [Indian Runner Duck (Duck (domestic))]	Indian Runner Duck	Duck (domestic)	Indian Runner Duck (Duck (domestic))	UBO:0000697	Anas domesticus							Indonesia	IDN	domestic	breed	A result of crossing between Indonesian Ducks (Anas Java) and wild duck / mallard and adapted by generations in Modopuro Village, Mojosari Subdistrict, Mojokerto District, East Java.	local
UBO:0008256	Tegal	Indonesia	Tegal-Indonesia [Indian Runner Duck (Duck (domestic))]	Indian Runner Duck	Duck (domestic)	Indian Runner Duck (Duck (domestic))	UBO:0000697								Indonesia	IDN	Domestic	Breed	This local duck breed is estimated as the descendants of Indian Runner ducks broiler and maintained in many generations by people in Tegal District, Tegal City, and Brebes district in Central Java Province.	local
UBO:0008257	Campbell	Australia	Campbell-Australia [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698								eng.	AUS	domestic	breed		international
UBO:0008258	Khaki campbell	Bangladesh	Khaki campbell-Bangladesh [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698								eng.	BGD	domestic	breed	imported; exotic	international
UBO:0008259	Khaki-Compbell	China	Khaki-Compbell-China [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698									CHN	domestic	breed	indigenous breed	international
UBO:0008260	Campbell	Egypt	Campbell-Egypt [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698									EGY	domestic	breed	recently imported;	international
UBO:0008261	Campbell	United Kingdom of Great Britain and Northern Ireland	Campbell-United Kingdom of Great Britain and Northern Ireland [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698								eng.	GBR			indigenous breed	international
UBO:0008262	Khaki-Campbell	Indonesia	Khaki-Campbell-Indonesia [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698								eng.	IDN	domestic	breed		international
UBO:0008263	Khaki Campbell	India	Khaki Campbell-India [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698								eng.	IND	domestic	breed	imported; exotic	international
UBO:0008264	Campbell	Ireland	Campbell-Ireland [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698								eng.	IRL	domestic	breed		international
UBO:0008265	Campbell	Republic of Korea	Campbell-Republic of Korea [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698									KOR	domestic	breed	imported; locally adapted	international
UBO:0008266	Khaki Campbell	Sri Lanka	Khaki Campbell-Sri Lanka [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698								eng.	LKA	domestic	breed	imported; exotic	international
UBO:0008267	Khaki Campbell (layer)	Malaysia	Khaki Campbell (layer)-Malaysia [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698								_	MYS	domestic		imported from United Kingdom	international
UBO:0008268	Khaki Campbell	Peru	Khaki Campbell-Peru [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698								eng.	PER	domestic	breed	recently imported	international
UBO:0008269	Khaki Campbell	Philippines	Khaki Campbell-Philippines [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698								eng.	PHL	domestic	breed	imported; exotic	international
UBO:0008270	Khaki Campbell	Solomon Islands	Khaki Campbell-Solomon Islands [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698								eng.	SLB	domestic	breed	imported; exotic	international
UBO:0008271	Khaki Campbell	Sierra Leone	Khaki Campbell-Sierra Leone [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698								eng.	SLE	domestic	breed	imported from Australia; exotic	international
UBO:0008272	Khaki Campbell	Viet Nam	Khaki Campbell-Viet Nam [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698								eng.	VNM	domestic	breed	imported from United Kingdom; exotic	international
UBO:0008273	Khaki Campbell	Zambia	Khaki Campbell-Zambia [Khaki Campbell (Duck (domestic))]	Khaki Campbell	Duck (domestic)	Khaki Campbell (Duck (domestic))	UBO:0000698								eng.	ZMB	domestic	breed	imported; locally adapted	international
UBO:0008274	Khaki Campbell Kh1	Poland	Khaki Campbell Kh1-Poland [Khaki Campbell Kh1 (Duck (domestic))]	Khaki Campbell Kh1	Duck (domestic)	Khaki Campbell Kh1 (Duck (domestic))	UBO:0000699								eng.	POL	domestic		developed breed	local
UBO:0008275	Mascovy	Lesotho	Mascovy-Lesotho [Mascovy (Duck (domestic))]	Mascovy	Duck (domestic)	Mascovy (Duck (domestic))	UBO:0000700									LSO				local
UBO:0008276	Kaczka pomniejszona K-2	Poland	Kaczka pomniejszona K-2-Poland [Mini Duck (Duck (domestic))]	Mini Duck	Duck (domestic)	Mini Duck (Duck (domestic))	UBO:0000701	Mini Duck|Kaczka pomniejszona (K-2)							pol.	POL	domestic		Mini Duck was developed on the basis of wild ducks (Anas platyrhynchos L.) and Pekin ducks. The breed originates from the west-central part of Poland.	local
UBO:0008277	Orpington	Australia	Orpington-Australia [Orpington (Duck (domestic))]	Orpington	Duck (domestic)	Orpington (Duck (domestic))	UBO:0000702								eng.	AUS	domestic	breed		international
UBO:0008278	Orpington	United Kingdom of Great Britain and Northern Ireland	Orpington-United Kingdom of Great Britain and Northern Ireland [Orpington (Duck (domestic))]	Orpington	Duck (domestic)	Orpington (Duck (domestic))	UBO:0000702								eng.	GBR			indigenous breed	international
UBO:0008279	Orpington	Ireland	Orpington-Ireland [Orpington (Duck (domestic))]	Orpington	Duck (domestic)	Orpington (Duck (domestic))	UBO:0000702								eng.	IRL	domestic	breed		international
UBO:0008280	orpingtonska raca	Slovenia	orpingtonska raca-Slovenia [Orpington (Duck (domestic))]	Orpington	Duck (domestic)	Orpington (Duck (domestic))	UBO:0000702	Orpington							sloven.	SVN	domestic	breed		international
UBO:0008281	Orpington O1	Poland	Orpington O1-Poland [Orpington O1 (Duck (domestic))]	Orpington O1	Duck (domestic)	Orpington O1 (Duck (domestic))	UBO:0000703								fr.	POL	domestic		developed breed	local
UBO:0008282	Overberg	United Kingdom of Great Britain and Northern Ireland	Overberg-United Kingdom of Great Britain and Northern Ireland [Overberg (Duck (domestic))]	Overberg	Duck (domestic)	Overberg (Duck (domestic))	UBO:0000704									GBR			recently imported	regional
UBO:0008283	Overbergse eend	Netherlands	Overbergse eend-Netherlands [Overberg (Duck (domestic))]	Overberg	Duck (domestic)	Overberg (Duck (domestic))	UBO:0000704	Overberg duck							dutch	NLD			indigenous breed	regional
UBO:0008284	Pekin	Antigua and Barbuda	Pekin-Antigua and Barbuda [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705								eng.	ATG	domestic	breed	imported; exotic	international
UBO:0008285	Pekin	Australia	Pekin-Australia [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									AUS	domestic	breed		international
UBO:0008286	Peking	Bolivia (Plurinational State of)	Peking-Bolivia (Plurinational State of) [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									BOL	domestic	breed	locally adapted breed	international
UBO:0008287	PekÃ­n	Chile	PekÃ­n-Chile [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									CHL	domestic	breed	imported; locally adapted	international
UBO:0008288	Beijing	China	Beijing-China [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									CHN	domestic	breed	indigenous breed	international
UBO:0008289	PÃ©kin	Democratic Republic of the Congo	PÃ©kin-Democratic Republic of the Congo [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705	Anas platyrynchos								COD	domestic	breed	recently imported by NGOs to combat poverty; exotic	international
UBO:0008290	PekÃ­n Criollo	Cuba	PekÃ­n Criollo-Cuba [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705								sp.	CUB	domestic	breed	locally adapted breed	international
UBO:0008291	PekÃ­n FrancÃ©s	Cuba	PekÃ­n FrancÃ©s-Cuba [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705								sp.	CUB	domestic	breed	locally adapted breed	international
UBO:0008292	PekÃ­n Mejorado	Cuba	PekÃ­n Mejorado-Cuba [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705								sp.	CUB	domestic	breed	indigenous breed	international
UBO:0008293	Pekin	Cyprus	Pekin-Cyprus [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705	Papia							eng.	CYP	domestic	breed	importation from United Kingdom as day old ducklings which are raised for 7-8 weeks and then processed for the catering industry	international
UBO:0008294	Deutsche Pekingenten	Germany	Deutsche Pekingenten-Germany [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705								ger.	DEU	domestic	breed		international
UBO:0008295	Peking	Egypt	Peking-Egypt [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									EGY	domestic	breed	continually imported	international
UBO:0008296	Pekingin Ankka	Finland	Pekingin Ankka-Finland [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705	Pekin							fin.	FIN	domestic	breed	imported from Norway	international
UBO:0008297	Pekin	Fiji	Pekin-Fiji [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									FJI	domestic	breed	imported	international
UBO:0008298	Pekin	United Kingdom of Great Britain and Northern Ireland	Pekin-United Kingdom of Great Britain and Northern Ireland [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									GBR			imported; exotic	international
UBO:0008299	Peking	Guyana	Peking-Guyana [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									GUY	domestic	breed		international
UBO:0008300	Pekingase Delaco	Hungary	Pekingase Delaco-Hungary [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705	Delaco pekingi							eng.	HUN	domestic	breed		international
UBO:0008301	Pekin	Ireland	Pekin-Ireland [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									IRL	domestic	breed		international
UBO:0008302	Peking	Kazakhstan	Peking-Kazakhstan [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									KAZ	domestic	breed	originated from China	international
UBO:0008303	Pekin	Kyrgyzstan	Pekin-Kyrgyzstan [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705	Pekinskaya							eng.	KGZ	domestic	breed	imported from Kazakhstan; Cross Medeo (Meadow)	international
UBO:0008304	Pekin	Republic of Korea	Pekin-Republic of Korea [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									KOR	domestic	breed	imported; locally adapted	international
UBO:0008305	Pekin	Saint Lucia	Pekin-Saint Lucia [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705								eng.	LCA	domestic	breed		international
UBO:0008306	Pekin	Lesotho	Pekin-Lesotho [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									LSO	domestic	breed	imported; exotic	international
UBO:0008307	Peking Duck	Malaysia	Peking Duck-Malaysia [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705	Anas platyrhynchos								MYS	domestic	breed	originated from China; imported from France and United Kingdom	international
UBO:0008308	Peking	Namibia	Peking-Namibia [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									NAM	domestic	breed	locally adapted	international
UBO:0008309	PekÃ­n	Peru	PekÃ­n-Peru [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									PER	domestic	breed	recently imported	international
UBO:0008310	Peking	Philippines	Peking-Philippines [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									PHL	domestic	breed	indigenous breed	international
UBO:0008311	Beijing	Russian Federation	Beijing-Russian Federation [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705								eng.	RUS	domestic		imported from China	international
UBO:0008312	Peking	Solomon Islands	Peking-Solomon Islands [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									SLB	domestic	breed	imported; exotic	international
UBO:0008313	Peking	Suriname	Peking-Suriname [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									SUR	domestic	species	imported; exotic	international
UBO:0008314	pekinÅ¡ka raca	Slovenia	pekinÅ¡ka raca-Slovenia [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705	Pekin							sloven.	SVN	domestic	breed		international
UBO:0008315	Pekin	Turkey	Pekin-Turkey [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									TUR	domestic	breed	imported; exotic	international
UBO:0008316	Pekin	Ukraine	Pekin-Ukraine [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705								eng.	UKR	domestic	breed		international
UBO:0008317	Pekin	Uruguay	Pekin-Uruguay [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									URY	domestic	breed		international
UBO:0008318	Pekin	Viet Nam	Pekin-Viet Nam [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									VNM	domestic	breed	imported; exotic	international
UBO:0008319	Pecking	Zambia	Pecking-Zambia [Pekin (Duck (domestic))]	Pekin	Duck (domestic)	Pekin (Duck (domestic))	UBO:0000705									ZMB	domestic	breed	imported; locally adapted	international
UBO:0008320	Pekin A44	Poland	Pekin A44-Poland [Pekin A44 (Duck (domestic))]	Pekin A44	Duck (domestic)	Pekin A44 (Duck (domestic))	UBO:0000706									POL	domestic			local
UBO:0008321	Pommernenten	Germany	Pommernenten-Germany [Pommern (Duck (domestic))]	Pommern	Duck (domestic)	Pommern (Duck (domestic))	UBO:0000707	Pommernente							ger.	DEU	domestic	breed	Pomerania (North-East Germany)	regional
UBO:0008322	Pommern	United Kingdom of Great Britain and Northern Ireland	Pommern-United Kingdom of Great Britain and Northern Ireland [Pommern (Duck (domestic))]	Pommern	Duck (domestic)	Pommern (Duck (domestic))	UBO:0000707								ger.	GBR			recently imported	regional
UBO:0008323	Rouen	Australia	Rouen-Australia [Rouen (Duck (domestic))]	Rouen	Duck (domestic)	Rouen (Duck (domestic))	UBO:0000708								eng.	AUS	domestic	breed		international
