	VBO:ID (start after the species ID)	label (includes species name because the same name might be shared between species)	new label	updated transboundary name (correct spelling)	species =parent term	parent ID	source for parents	in subset transboundary
Burmese Gaur!%!Cattle	VBO:0000168	Burmese Gaur (Cattle)	Burmese Gaur; Cattle	Burmese Gaur	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Busha!%!Cattle	VBO:0000169	Busha (Cattle)	Busha; Cattle	Busha	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Bushuev!%!Cattle	VBO:0000170	Bushuev (Cattle)	Bushuev; Cattle	Bushuev	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Caldelana!%!Cattle	VBO:0000171	Caldelana (Cattle)	Caldelana; Cattle	Caldelana	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Caucasian!%!Cattle	VBO:0000172	Caucasian (Cattle)	Caucasian; Cattle	Caucasian	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Caucasian Brown!%!Cattle	VBO:0000173	Caucasian Brown (Cattle)	Caucasian Brown; Cattle	Caucasian Brown	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Central Asian Zebu!%!Cattle	VBO:0000174	Central Asian Zebu (Cattle)	Central Asian Zebu; Cattle	Central Asian Zebu	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Chaqueno!%!Cattle	VBO:0000175	Chaqueno (Cattle)	Chaqueno; Cattle	Chaqueno	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Charbray!%!Cattle	VBO:0000176	Charbray (Cattle)	Charbray; Cattle	Charbray	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Charolais!%!Cattle	VBO:0000177	Charolais (Cattle)	Charolais; Cattle	Charolais	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Chianina!%!Cattle	VBO:0000178	Chianina (Cattle)	Chianina; Cattle	Chianina	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Chillingham!%!Cattle	VBO:0000179	Chillingham (Cattle)	Chillingham; Cattle	Chillingham	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Chusco!%!Cattle	VBO:0000180	Chusco (Cattle)	Chusco; Cattle	Chusco	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Creole!%!Cattle	VBO:0000182	Creole (Cattle)	Creole; Cattle	Creole	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Czech Red!%!Cattle	VBO:0000183	Czech Red (Cattle)	Czech Red; Cattle	Czech Red	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Dahomey!%!Cattle	VBO:0000184	Dahomey (Cattle)	Dahomey; Cattle	Dahomey	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Dairy Gir!%!Cattle	VBO:0000185	Dairy Gir (Cattle)	Dairy Gir; Cattle	Dairy Gir	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Dairy Shorthorn!%!Cattle	VBO:0000186	Dairy Shorthorn (Cattle)	Dairy Shorthorn; Cattle	Dairy Shorthorn	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Dairy Shorthorn (Original Population)!%!Cattle	VBO:0000187	Dairy Shorthorn (Original Population) (Cattle)	Dairy Shorthorn (Original Population); Cattle	Dairy Shorthorn (Original Population)	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Damara!%!Cattle	VBO:0000188	Damara (Cattle)	Damara; Cattle	Damara	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Danakil!%!Cattle	VBO:0000189	Danakil (Cattle)	Danakil; Cattle	Danakil	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Danish Holstein!%!Cattle	VBO:0000190	Danish Holstein (Cattle)	Danish Holstein; Cattle	Danish Holstein	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Danish Red!%!Cattle	VBO:0000191	Danish Red (Cattle)	Danish Red; Cattle	Danish Red	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Devon!%!Cattle	VBO:0000192	Devon (Cattle)	Devon; Cattle	Devon	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Dexter!%!Cattle	VBO:0000193	Dexter (Cattle)	Dexter; Cattle	Dexter	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
DoÃ±ana Cattle!%!Cattle	VBO:0000194	Doñana Cattle (Cattle)	Doñana Cattle; Cattle	Doñana Cattle	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Drakensberger!%!Cattle	VBO:0000195	Drakensberger (Cattle)	Drakensberger; Cattle	Drakensberger	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Droughtmaster!%!Cattle	VBO:0000196	Droughtmaster (Cattle)	Droughtmaster; Cattle	Droughtmaster	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Dutch Belted!%!Cattle	VBO:0000197	Dutch Belted (Cattle)	Dutch Belted; Cattle	Dutch Belted	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Dutch Friesian!%!Cattle	VBO:0000198	Dutch Friesian (Cattle)	Dutch Friesian; Cattle	Dutch Friesian	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Estonian Native Cattle!%!Cattle	VBO:0000199	Estonian Native Cattle (Cattle)	Estonian Native Cattle; Cattle	Estonian Native Cattle	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Estonian Red!%!Cattle	VBO:0000200	Estonian Red (Cattle)	Estonian Red; Cattle	Estonian Red	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Ethiopian Boran!%!Cattle	VBO:0000201	Ethiopian Boran (Cattle)	Ethiopian Boran; Cattle	Ethiopian Boran	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Ferrandais!%!Cattle	VBO:0000202	Ferrandais (Cattle)	Ferrandais; Cattle	Ferrandais	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Fighting Bull!%!Cattle	VBO:0000203	Fighting Bull (Cattle)	Fighting Bull; Cattle	Fighting Bull	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Frieiresa!%!Cattle	VBO:0000204	Frieiresa (Cattle)	Frieiresa; Cattle	Frieiresa	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Fries Hollands!%!Cattle	VBO:0000205	Fries Hollands (Cattle)	Fries Hollands; Cattle	Fries Hollands	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Galician Blond!%!Cattle	VBO:0000206	Galician Blond (Cattle)	Galician Blond; Cattle	Galician Blond	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Galloway!%!Cattle	VBO:0000207	Galloway (Cattle)	Galloway; Cattle	Galloway	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Gambian N'dama!%!Cattle	VBO:0000208	Gambian N'dama (Cattle)	Gambian N'dama; Cattle	Gambian N'dama	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Gascon!%!Cattle	VBO:0000209	Gascon (Cattle)	Gascon; Cattle	Gascon	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Gaur!%!Cattle	VBO:0000210	Gaur (Cattle)	Gaur; Cattle	Gaur	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Gelbrah!%!Cattle	VBO:0000211	Gelbrah (Cattle)	Gelbrah; Cattle	Gelbrah	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Gelbvieh!%!Cattle	VBO:0000212	Gelbvieh (Cattle)	Gelbvieh; Cattle	Gelbvieh	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Georgian Mountain!%!Cattle	VBO:0000213	Georgian Mountain (Cattle)	Georgian Mountain; Cattle	Georgian Mountain	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
German Shorthorn!%!Cattle	VBO:0000214	German Shorthorn (Cattle)	German Shorthorn; Cattle	German Shorthorn	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Gir!%!Cattle	VBO:0000215	Gir (Cattle)	Gir; Cattle	Gir	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Girolando!%!Cattle	VBO:0000216	Girolando (Cattle)	Girolando; Cattle	Girolando	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Glan!%!Cattle	VBO:0000217	Glan (Cattle)	Glan; Cattle	Glan	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Glan Donnersberg!%!Cattle	VBO:0000218	Glan Donnersberg (Cattle)	Glan Donnersberg; Cattle	Glan Donnersberg	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Gloucester!%!Cattle	VBO:0000219	Gloucester (Cattle)	Gloucester; Cattle	Gloucester	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Gorbatov Red!%!Cattle	VBO:0000220	Gorbatov Red (Cattle)	Gorbatov Red; Cattle	Gorbatov Red	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Goudali!%!Cattle	VBO:0000221	Goudali (Cattle)	Goudali; Cattle	Goudali	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Grauvieh!%!Cattle	VBO:0000222	Grauvieh (Cattle)	Grauvieh; Cattle	Grauvieh	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Greater Caucasus!%!Cattle	VBO:0000223	Greater Caucasus (Cattle)	Greater Caucasus; Cattle	Greater Caucasus	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Greek Shorthorn!%!Cattle	VBO:0000224	Greek Shorthorn (Cattle)	Greek Shorthorn; Cattle	Greek Shorthorn	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Groningen White-Headed!%!Cattle	VBO:0000225	Groningen White-Headed (Cattle)	Groningen White-Headed; Cattle	Groningen White-Headed	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Guabala!%!Cattle	VBO:0000226	Guabala (Cattle)	Guabala; Cattle	Guabala	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Guernsey!%!Cattle	VBO:0000227	Guernsey (Cattle)	Guernsey; Cattle	Guernsey	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Guzerat!%!Cattle	VBO:0000228	Guzerat (Cattle)	Guzerat; Cattle	Guzerat	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Hanwoo!%!Cattle	VBO:0000229	Hanwoo (Cattle)	Hanwoo; Cattle	Hanwoo	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Hariana!%!Cattle	VBO:0000230	Hariana (Cattle)	Hariana; Cattle	Hariana	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Heck Cattle!%!Cattle	VBO:0000231	Heck Cattle (Cattle)	Heck Cattle; Cattle	Heck Cattle	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Hereford!%!Cattle	VBO:0000232	Hereford (Cattle)	Hereford; Cattle	Hereford	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Herens!%!Cattle	VBO:0000233	Herens (Cattle)	Herens; Cattle	Herens	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Highland!%!Cattle	VBO:0000234	Highland (Cattle)	Highland; Cattle	Highland	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Hinterwald!%!Cattle	VBO:0000235	Hinterwald (Cattle)	Hinterwald; Cattle	Hinterwald	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Hissar!%!Cattle	VBO:0000236	Hissar (Cattle)	Hissar; Cattle	Hissar	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Holstein (black and white)!%!Cattle	VBO:0000237	Holstein (black and white) (Cattle)	Holstein (black and white); Cattle	Holstein (black and white)	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Holstein (red and white)!%!Cattle	VBO:0000238	Holstein (red and white) (Cattle)	Holstein (red and white); Cattle	Holstein (red and white)	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Holstein Friesian!%!Cattle	VBO:0000239	Holstein Friesian (Cattle)	Holstein Friesian; Cattle	Holstein Friesian	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Hungarian Grey!%!Cattle	VBO:0000241	Hungarian Grey (Cattle)	Hungarian Grey; Cattle	Hungarian Grey	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Icelandic Cattle!%!Cattle	VBO:0000242	Icelandic Cattle (Cattle)	Icelandic Cattle; Cattle	Icelandic Cattle	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Illawarra Shorthorn!%!Cattle	VBO:0000243	Illawarra Shorthorn (Cattle)	Illawarra Shorthorn; Cattle	Illawarra Shorthorn	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Indo-Brasilian!%!Cattle	VBO:0000244	Indo-Brasilian (Cattle)	Indo-Brasilian; Cattle	Indo-Brasilian	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Inra 95!%!Cattle	VBO:0000245	Inra 95 (Cattle)	Inra 95; Cattle	Inra 95	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Irish Moiled!%!Cattle	VBO:0000246	Irish Moiled (Cattle)	Irish Moiled; Cattle	Irish Moiled	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Istoben!%!Cattle	VBO:0000247	Istoben (Cattle)	Istoben; Cattle	Istoben	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Jamaica Hope!%!Cattle	VBO:0000248	Jamaica Hope (Cattle)	Jamaica Hope; Cattle	Jamaica Hope	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Japanese Native!%!Cattle	VBO:0000249	Japanese Native (Cattle)	Japanese Native; Cattle	Japanese Native	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Jersey!%!Cattle	VBO:0000250	Jersey (Cattle)	Jersey; Cattle	Jersey	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Jiddu!%!Cattle	VBO:0000251	Jiddu (Cattle)	Jiddu; Cattle	Jiddu	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Jutland Cattle!%!Cattle	VBO:0000252	Jutland Cattle (Cattle)	Jutland Cattle; Cattle	Jutland Cattle	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kalmyk!%!Cattle	VBO:0000253	Kalmyk (Cattle)	Kalmyk; Cattle	Kalmyk	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kangayam!%!Cattle	VBO:0000254	Kangayam (Cattle)	Kangayam; Cattle	Kangayam	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Katerini!%!Cattle	VBO:0000255	Katerini (Cattle)	Katerini; Cattle	Katerini	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kazakh!%!Cattle	VBO:0000256	Kazakh (Cattle)	Kazakh; Cattle	Kazakh	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kazakh Whiteheaded!%!Cattle	VBO:0000257	Kazakh Whiteheaded (Cattle)	Kazakh Whiteheaded; Cattle	Kazakh Whiteheaded	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kerry!%!Cattle	VBO:0000258	Kerry (Cattle)	Kerry; Cattle	Kerry	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Khillari!%!Cattle	VBO:0000259	Khillari (Cattle)	Khillari; Cattle	Khillari	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kholmogory!%!Cattle	VBO:0000260	Kholmogory (Cattle)	Kholmogory; Cattle	Kholmogory	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kostroma!%!Cattle	VBO:0000261	Kostroma (Cattle)	Kostroma; Cattle	Kostroma	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kouprey!%!Cattle	VBO:0000262	Kouprey (Cattle)	Kouprey; Cattle	Kouprey	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kurdi!%!Cattle	VBO:0000263	Kurdi (Cattle)	Kurdi; Cattle	Kurdi	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kurgan!%!Cattle	VBO:0000264	Kurgan (Cattle)	Kurgan; Cattle	Kurgan	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kuri!%!Cattle	VBO:0000265	Kuri (Cattle)	Kuri; Cattle	Kuri	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lagune!%!Cattle	VBO:0000266	Lagune (Cattle)	Lagune; Cattle	Lagune	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lakenvelder!%!Cattle	VBO:0000267	Lakenvelder (Cattle)	Lakenvelder; Cattle	Lakenvelder	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Latvian Brown!%!Cattle	VBO:0000268	Latvian Brown (Cattle)	Latvian Brown; Cattle	Latvian Brown	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lebanese!%!Cattle	VBO:0000269	Lebanese (Cattle)	Lebanese; Cattle	Lebanese	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lebedin!%!Cattle	VBO:0000270	Lebedin (Cattle)	Lebedin; Cattle	Lebedin	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Leonese!%!Cattle	VBO:0000271	Leonese (Cattle)	Leonese; Cattle	Leonese	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Limangus!%!Cattle	VBO:0000272	Limangus (Cattle)	Limangus; Cattle	Limangus	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
LimiÃ¡!%!Cattle	VBO:0000273	Limiá (Cattle)	Limiá; Cattle	Limiá	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Limousin!%!Cattle	VBO:0000274	Limousin (Cattle)	Limousin; Cattle	Limousin	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Limpurger!%!Cattle	VBO:0000275	Limpurger (Cattle)	Limpurger; Cattle	Limpurger	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lincoln Red!%!Cattle	VBO:0000276	Lincoln Red (Cattle)	Lincoln Red; Cattle	Lincoln Red	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lithuanian Red (LR)!%!Cattle	VBO:0000277	Lithuanian Red (LR) (Cattle)	Lithuanian Red (LR); Cattle	Lithuanian Red (LR)	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Longhorn!%!Cattle	VBO:0000278	Longhorn (Cattle)	Longhorn; Cattle	Longhorn	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lourdais!%!Cattle	VBO:0000279	Lourdais (Cattle)	Lourdais; Cattle	Lourdais	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lowline!%!Cattle	VBO:0000280	Lowline (Cattle)	Lowline; Cattle	Lowline	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lugware!%!Cattle	VBO:0000281	Lugware (Cattle)	Lugware; Cattle	Lugware	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Luing!%!Cattle	VBO:0000282	Luing (Cattle)	Luing; Cattle	Luing	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lulu!%!Cattle	VBO:0000283	Lulu (Cattle)	Lulu; Cattle	Lulu	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
MÃ¶lltaler!%!Cattle	VBO:0000284	Mölltaler (Cattle)	Mölltaler; Cattle	Mölltaler	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Maas-Rijn-Ijssel!%!Cattle	VBO:0000285	Maas-Rijn-Ijssel (Cattle)	Maas-Rijn-Ijssel; Cattle	Maas-Rijn-Ijssel	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Maine-Anjou!%!Cattle	VBO:0000286	Maine-Anjou (Cattle)	Maine-Anjou; Cattle	Maine-Anjou	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Majorcan!%!Cattle	VBO:0000287	Majorcan (Cattle)	Majorcan; Cattle	Majorcan	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Malaysian Friesian Sahiwal!%!Cattle	VBO:0000288	Malaysian Friesian Sahiwal (Cattle)	Malaysian Friesian Sahiwal; Cattle	Malaysian Friesian Sahiwal	Cattle	NCBITaxon:9913	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
